id,market_cap,total_volume,fully_diluted_valuation,market_cap_rank,volume_gate,up_depth_gate,down_depth_gate,spread_pct_gate,volume_binance,up_depth_binance,down_depth_binance,spread_pct_binance,volume_bybit,up_depth_bybit,down_depth_bybit,spread_pct_bybit,volume_okx,up_depth_okx,down_depth_okx,spread_pct_okx,volume_kucoin,up_depth_kucoin,down_depth_kucoin,spread_pct_kucoin,volume_coinbase,up_depth_coinbase,down_depth_coinbase,spread_pct_coinbase
morpheus-network,51448180,269705.0,65677475.0,405,34295.01145966,497.646806862705,822.644129312058,0.569451,,,,,,,,,,,,,61946.7825,2438.39510465146,18549.1865817978,0.18701,,,,
efinity,50775210,93731.0,107146880.0,407,,,,,,,,,,,,,,,,,22239.4603,382.711016672805,50.2051579159762,1.235706,,,,
wazirx,50702735,926118.0,111064280.0,408,377302.52377222,7124.19729363903,6769.68875277584,0.44843,4182352.2,55132.9864399517,28813.4540043543,0.090416,,,,,,,,,71386.4376,837.170375357951,1134.79185184719,0.269784,,,,
gods-unchained,50683189,1867773.0,100854563.0,409,,,,,,,,,63723.55,1600.02688707576,2790.58920502835,0.733268,4207694.254823,21610.4972164844,27013.1741474232,0.148002,244924.6255,4363.67982295279,5003.16177838511,0.148002,1630277.34,8836.4791527,7421.303892700001,0.370278
dextools,49747347,93734.0,71979066.0,413,,,,,,,,,,,,,,,,,,,,,39992.9,3447.11023,4.030250000000001,0.787979
coinweb,49508409,136518.0,100439297.0,415,2778337.5922772,6429.13637399722,2851.22824923952,0.076834,,,,,,,,,,,,,5894642.825,6711.98193984055,8266.87707839069,0.308166,,,,
humans-ai,48424618,218955.0,78803285.0,420,,,,,,,,,,,,,,,,,18029743.2585,380.037461912036,8700.88951229757,0.2475,,,,
thunder-token,47567953,34042000.0,47567953.0,424,11982207.764391,781.497838742842,1037.31961067478,0.19578,,,,,,,,,,,,,18482927.1579,346.622466048632,292.166431843562,0.12973,,,,
orca,46568442,180207.0,108748809.0,430,,,,,,,,,,,,,,,,,,,,,57862.18,241.236018,3988.420031000001,0.881786
qanplatform,46429217,255416.0,68260517.0,431,1670235.8107423,1383.81161483301,318.664290852834,1.039024,,,,,,,,,,,,,,,,,,,,
oasys,45926012,606053.0,431830802.0,434,1534771.1585613,3840.9164624524,4508.73362060248,0.106669,,,,,284792.99,2827.35982654487,5484.31929393551,0.43243,1678651.97,8311.30816555753,8855.01047639616,0.171197,157121.729,2834.42568651788,4636.83286097596,0.161887,,,,
raydium,45781144,3625500.0,107093680.0,435,277594.92328967,2566.85624596873,8751.68212864162,0.36293,4448277.6,9569.24922850034,78841.3895835169,0.15544,,,,,89964.244181,753.371249459908,5340.88126105989,0.6157,,,,,,,,
raydium,45781144,3625500.0,107093680.0,435,278458.33745901,1720.66256919781,5854.3495704096,0.912613,4448277.6,9569.24922850034,78841.3895835169,0.15544,,,,,89964.244181,753.371249459908,5340.88126105989,0.6157,,,,,,,,
xyo-network,45444618,799720.0,45444618.0,439,10319328.545748,1157.44059504085,1327.96248167315,0.368098,,,,,,,,,,,,,9973910.9759,1102.16887173178,4787.92876807164,0.398406,121637600.7,14234.997733,6002.412322000002,0.307692
solo-coin,44456802,1159235.0,44546037.0,448,1189084.7697596,3610.4037718239,2219.34955990827,0.089158,,,,,1366187.98,3423.65943133488,6089.94795957108,0.053571,,,,,,,,,,,,
gmt-token,44436169,933094.0,44802541.0,449,834425.63717894,288.78451058439,148.618412385528,0.420892,,,,,,,,,,,,,,,,,,,,
perpetual-protocol,44011501,7435625.0,90920500.0,450,121220.32698329,19031.451471535,22636.1890658215,0.055513,3601054.6,113115.068611518,129624.665084097,0.016486,63138.89,5921.90949193197,8050.49136087661,0.230225,656136.016911,22796.4180526069,50900.9774113785,0.081967,55112.1045,10383.5590362225,2629.33184262265,0.081553,240039.128,45926.2513981,61584.2344051,0.097752
open-exchange-token,41168081,1347082.0,104231396.0,462,8592256.6756519,2367.70738525274,72.1229968285599,1.249761,,,,,,,,,,,,,,,,,,,,
seedify-fund,40686687,1263131.0,72397464.0,466,64936.31875845,2117.25045471644,1825.33186299365,0.4811,,,,,9847.85,745.963541595248,821.992872290557,1.570192,,,,,130016.0608,1552.5132158227,3261.25345597023,0.12344,,,,
aurora-near,40605981,7051454.0,110409445.0,479,20617707.068736,2159.19475883805,1003.34427686241,0.252101,,,,,,,,,,,,,9380271.2332,2727.96225238746,1396.92551428793,0.321027,32559851.36,5648.917450000001,5081.038640000001,0.763359
truefi,40410079,3700919.0,45361251.0,467,1966402.9284232,495323.961752391,510587.98839055,0.20165,53307729.0,116602.841185584,63384.3907217809,0.026469,,,,,,,,,1255489.38249386,2318.37508348497,2475.19835313163,0.157687,2551333.1,15430.72674,29277.65471,0.259067
meter,40388043,418284.0,85058514.0,468,,,,,,,,,,,,,,,,,64184.4344,155.258472420846,833.682010147047,0.676027,,,,
acala,39939154,3847662.0,77124327.0,469,1364454.7959779,8800.67809242836,9092.55161182119,0.143974,31849425.6,36737.33071087,75158.2022016406,0.207039,533034.58,2452.90089000554,2136.25824068024,0.619835,1445995.702143,8932.26459821572,3432.87386336942,0.24819,11412.8814,385.333918961158,19.5147972951143,0.10352,,,,
asd,38505245,1607434.0,38505245.0,478,289952.03749477,123.631090339679,417.699351247547,0.393701,,,,,,,,,,,,,38302.3813,86.1788030603829,45.3067662943097,0.216323,,,,
hello-labs,37774280,3394314.0,71097153.0,488,840017.35093883,8148.15974454371,1737.69491759053,0.097927,,,,,,,,,,,,,,,,,,,,
pocket-network,37629102,539500.0,39790095.0,490,1917989.8306288,1814.65514619627,1430.3109409993,0.404858,,,,,777531.2,715.601620003923,8.18044870211844,3.613979,,,,,1401041.8195,3855.46350259625,5816.28838117541,0.283745,,,,
platon-network,37192461,1367888.0,84752561.0,497,3776438.5484738,69.9114012907046,906.512514084303,0.239234,,,,,,,,,55275694.674742,2941.0113828684,4344.16601341051,0.084337,,,,,,,,
hshare,36981427,173957.0,,498,,,,,,,,,,,,,196051.097298,915.574268857931,983.936797285646,0.80341,,,,,,,,
chainge-finance,36754993,275413.0,66423093.0,499,339932.83479294,1082.43363004539,873.50638835125,0.480947,,,,,,,,,,,,,,,,,,,,
ceek,35463454,4086218.0,42689745.0,508,13559754.167789,4368.40068156129,6362.6665566737,0.04686,,,,,,,,,8415766.8959,6395.35514363533,5400.29693886203,0.352444,1260584.2629,1164.12226026673,7065.8678269602,0.02348,,,,
ceek,35463454,4086218.0,42689745.0,508,13559754.167789,4368.40068156129,6362.6665566737,0.04686,,,,,,,,,8415766.8959,6395.35514363533,5400.29693886203,0.352444,1260584.2629,1164.12226026673,7065.8678269602,0.02348,,,,
tenset,35404577,30856.0,35404577.0,509,103924.30577651,5.00343955150957,1005.80463619824,0.235294,,,,,,,,,,,,,,,,,,,,
moonriver,34378718,1622214.0,45694976.0,512,12001.32060691,9261.55654165862,10671.1499869509,0.479157,112238.351,84640.1123851278,44125.3259267096,0.193143,3421.65,1379.09669179162,406.574709720565,0.481928,11280.705465,2740.79160519083,5110.78922108689,0.241196,14828.31145871,3660.73798663721,9516.27957460542,0.14453,,,,
moonriver,34378718,1622214.0,45694976.0,512,12001.32060691,9261.55654165862,10671.1499869509,0.479157,112238.351,84640.1123851278,44125.3259267096,0.193143,3421.65,1379.09669179162,406.574709720565,0.481928,11280.705465,2740.79160519083,5110.78922108689,0.241196,14828.31145871,3660.73798663721,9516.27957460542,0.14453,,,,
aura-finance,34105089,279454.0,89328574.0,516,,,,,,,,,,,,,,,,,247.4875,1.29120427135656,49.3232701031859,0.691453,,,,
kilt-protocol,33761008,69639.0,76560723.0,519,104854.03236051,1349.36200494806,706.062817413933,0.685453,,,,,,,,,,,,,,,,,,,,
leash,32987653,979663.0,33024669.0,521,102.17382632,1425.43058864926,26.6606287757406,0.857152,,,,,,,,,127.661484,2367.60533056381,547.392960712446,0.226025,,,,,,,,
alexgo,32936369,745532.0,51913405.0,522,1036032.4510665,711.838961220726,1615.44472156165,0.165467,,,,,,,,,,,,,,,,,,,,
klever,32929729,1330421.0,36480542.0,523,8188042.086055,3250.94202542673,2029.41377049263,0.191257,,,,,,,,,,,,,23045112.3523,26820.4318725295,2285.46197419778,0.054675,,,,
reef,32240061,11473892.0,32240061.0,527,33178361.478133,11719.0882420587,12497.8733742003,0.253718,1021044520.0,131808.033118578,77896.6060405271,0.142146,,,,,,,,,15485893.6962,495.383938859147,3078.54284820137,0.06854,,,,
victoria-vr,32098075,511598.0,111021481.0,528,7849243.9817453,17.8219565547771,1603.80285667694,1.1994,,,,,,,,,,,,,23650554.8777,312.823988116043,482.25753269288,0.349597,,,,
unizen,31935619,274348.0,54156769.0,532,528765.65248001,87.5761294873384,587.576103278685,0.514044,,,,,,,,,,,,,1254737.887,890.896469500721,9564.39557665464,0.511977,,,,
route,30839429,898399.0,46239601.0,538,8731.1694065593,2016.2813714992,5033.81267132914,0.199031,,,,,,,,,,,,,235200.0436,4644.92408421335,11946.3413367957,0.146989,,,,
h2o-dao,30663232,422665.0,136243323.0,543,,,,,,,,,,,,,,,,,1739957.6995,481.480151386861,393.148858678135,0.729927,,,,
sommelier,30158520,72784.0,60403061.0,548,232981.18874842,252.642155862755,491.622363608052,0.592203,,,,,,,,,,,,,,,,,,,,
persistence,29966135,333242.0,65167304.0,550,206705.38665014,587.203616551372,173.382238443883,0.671141,,,,,,,,,,,,,86943.5615,438.692731641428,1714.170341968,0.491099,,,,
rally-2,29122146,729073.0,87159129.0,557,11378509.769915,2544.9770143705,7874.27397524631,0.309385,,,,,,,,,,,,,,,,,,,,
altura,29017458,606213.0,39912585.0,555,2990199.697923,277.152079334876,4158.7362674417,0.228749,,,,,,,,,,,,,,,,,,,,
polkastarter,29011477,1481489.0,29215568.0,559,124276.88920677,1474.64209777716,5991.68838738694,0.237691,849710.9,11213.826359371,25684.6425407783,0.273598,,,,,60991.353707,1336.17963645893,1319.58775777947,0.713315,116134.3053,2803.35282163607,3224.08220539383,0.169895,18386.54,3484.843507,3920.417801,0.478305
measurable-data-token,29010574,19671124.0,47846990.0,560,4364412.2537966,11391.3025928173,9256.03751032472,0.250052,,,,,,,,,13304036.011835,2484.02787634801,6054.37574805228,0.434693,,,,,18815490.0,16981.52367,47234.35178,0.154696
ampleforth,28045003,176659.0,34384477.0,566,,,,,,,,,,,,,,,,,7542.33,972.35364289422,7806.61837629196,0.414473,,,,
guild-of-guardians,27996691,181939.0,63590207.0,568,,,,,,,,,,,,,986755.162244,1826.74067179907,7850.60534645318,0.046926,,,,,,,,
cortex,27696712,3807018.0,38433434.0,572,,,,,5589966.0,78145.2384588257,38521.2871107291,0.156006,,,,,525825.696065,563.249688944533,8603.37541461202,0.155521,,,,,,,,
dia-data,27686825,5888774.0,50058623.0,573,246468.96546789,10874.2094558567,7993.30227424884,0.649788,1309514.1,84264.0021227711,49659.241323852,0.039936,,,,,359992.546384,1286.22161657668,9828.02294539013,0.159617,104640.7468,5311.38297649372,7946.49960263251,0.158983,56295.61,52473.4928538,49132.39523739999,0.359583
dia-data,27686825,5888774.0,50058623.0,573,246468.96546789,10874.2094558567,7993.30227424884,0.649788,1303789.4,84287.0681676481,33173.7630875786,0.11957,,,,,359992.546384,1286.22161657668,9828.02294539013,0.159617,104640.7468,5311.38297649372,7946.49960263251,0.158983,56295.61,52473.4928538,49132.39523739999,0.359583
quick,27657648,13677.87,45564494.0,574,,,,,,,,,,,,,,,,,22.5922,701.043616763234,307.497554738029,0.898036,183.8155,263.93852,558.6895569999999,0.134831
dione,27615582,1262158.0,29284616.0,575,238610890.86438,768.913577629183,893.329225765716,0.650213,,,,,,,,,,,,,,,,,,,,
star-atlas,27251309,2786473.0,68865450.0,577,132917519.31902,251.946485626317,4863.7036133844,0.192759,,,,,,,,,,,,,,,,,,,,
alchemix,26995852,1569515.0,37295729.0,578,,,,,75637.44,17012.5835270566,21634.917106562,0.074184,,,,,2564.621666,1729.62181460952,4284.21007193501,0.444115,,,,,4871.5828,14117.414325,10630.276195,0.37092
ufo-gaming,26904882,3521053.0,26904882.0,579,,,,,,,,,,,,,,,,,375258264968.6006,215.224854149389,3482.40599186445,0.867052,,,,
myria,26208342,2399855.0,149129401.0,585,181808291.43504,2371.88004348475,1608.03896230803,0.268007,,,,,,,,,249965550.59,1869.99312733093,2982.63104564805,0.033422,204259462.4197,6022.74553428309,2632.9007218618,0.033478,,,,
token-pocket,26163616,82051.0,44531149.0,587,2797237.2996088,51.735940539152,4960.12355890079,0.185751,,,,,,,,,,,,,,,,,,,,
quickswap,25941771,2274494.0,42737680.0,590,665308.17443914,2197.97417646448,7490.81846526419,0.585094,13686701.0,12527.7117704902,27275.771195862,0.093414,,,,,,,,,,,,,,,,
the-virtua-kolect,25824177,3182017.0,25956583.0,591,2279574.1865988,5912.4304283715,17580.94868533,0.448738,51817367.0,79011.0137534391,23128.8595635587,0.183824,,,,,,,,,4117216.3265,927.074265371323,5943.52397240725,0.275103,942985.0,3589.1236,4728.193980000001,0.231054
kardiachain,25531271,976243.0,26734316.0,593,2603285.3385388,2009.55660570328,3643.19263286779,0.184162,,,,,,,,,,,,,15983090.4291,50154.7645728878,23216.7262076701,0.011842,,,,
dopex,25411683,501077.0,47119980.0,597,,,,,,,,,52.857,1233.17113116762,26.0453578387238,1.708954,,,,,113.5521,77.3601902971188,629.158292780155,2.963787,,,,
clover-finance,25327010,3448184.0,34133729.0,598,1389952.329117,7104.75680954933,8776.32870351179,0.35016,25767472.7,80318.3478575617,35752.8699497183,0.146413,,,,,1771678.53207,846.962895976016,7125.05313351773,0.438212,687217.8459,3658.90765651355,1518.68584760356,0.233645,1268719.4,2420.539545,15505.208785,0.292398
fc-barcelona-fan-token,25293687,4527398.0,90913434.0,599,,,,,763518.92,65992.5876239221,27765.3864341007,0.175131,628.95,91.2827784255527,201.41453039008,1.929863,,,,,,,,,,,,
concierge-io,25031101,458032.0,48264771.0,602,79643.876426069,11239.085884589,8577.98934685047,0.559694,350756.8,50959.0562689032,28151.2738969502,0.207039,4770.19,1176.94559841969,965.740758875011,0.826446,,,,,42118.1189,11918.8633202518,11636.5632791274,0.249581,,,,
telos,24670092,1255671.0,24095219.0,606,4004509.6328094,556.241056278267,5277.00328510398,0.261818,,,,,,,,,,,,,2153425.6158,7450.97550977331,10219.1586695829,0.16,,,,
zebec-protocol,24367111,12080193.0,69610648.0,609,86057633.440154,9703.7955058099,4454.85246748784,0.042759,,,,,,,,,482077149.07343,7983.1691709335,2805.95136036102,0.214931,5327702.017,285.241448164658,190.196936394147,0.142653,,,,
forta,23502887,297844.0,99644375.0,616,193677.88695314,1794.76500498988,2840.57593113217,0.130877,,,,,67485.81,11.2954049948956,10.0090990262302,0.504541,,,,,72934.0077,3334.13772151973,4970.66875093632,0.100705,389617.93,6786.950941,9825.05331,0.201207
nest,23466787,9098137.0,39575277.0,617,5655867.5462014,36.0886990063629,234.702024013188,0.0499,,,,,,,,,,,,,,,,,,,,
keep3rv1,23360119,1764788.0,23360119.0,619,,,,,11874.21,78833.4195761629,29632.4563236462,0.168421,,,,,343.401996,1834.161556799,3211.34713399559,0.376884,,,,,,,,
pluton,23096146,205200.0,106184707.0,623,,,,,,,,,,,,,,,,,8708.9876,5751.97383869895,6562.8514262763,0.202616,8401.53,7863.999900000002,517.3643000000001,1.478743
goldfinch,23085675,538213.0,44324759.0,624,71801.35752602,687.68052674371,503.097155045851,0.154162,,,,,,,,,,,,,,,,,87921.2,587.299174,5062.080225000001,0.206612
melon,23018464,2426363.0,37510600.0,625,2836.63987565,6720.42536297013,8916.71941999988,0.547307,57933.042,59244.4055748643,39834.7978529584,0.063131,,,,,2228.200421,1014.94284031167,4836.96537418748,0.503778,,,,,7893.171,16655.7295,25605.78172,0.191449
apollox-2,23014557,1343156.0,529574644.0,626,650077.90529205,87.003703143438,796.677628023012,0.528801,,,,,,,,,,,,,,,,,,,,
guildfi,22280978,346359.0,50740964.0,633,508424.1716066,636.216266015306,423.918717859169,0.785855,,,,,,,,,748165.364022,4360.70478884807,3674.39492407659,0.177725,,,,,,,,
benqi,22277625,6651796.0,39510212.0,631,,,,,783991821.0,119504.063174009,38543.4567345264,0.181488,,,,,,,,,20440461.9516,9496.69663030234,6621.16183948742,0.27248,17234998.0,1986.134443,4784.168199,0.561391
petals,21519480,18295.4,152350529.0,641,11954025.678375,54.9220512219414,1591.22255277517,0.615022,,,,,,,,,,,,,,,,,,,,
havah,21371961,236530.0,245368642.0,643,,,,,,,,,9467371.55,3687.82491592824,1078.04995382821,0.486224,,,,,,,,,,,,
sidus,21357718,524453.0,27085981.0,644,241491777.175,172.386747034731,1732.93842405262,0.066763,,,,,7419103.18,998.3748229886,1489.33255714907,0.735294,,,,,42248169.6157,450.159422744088,4467.20860470723,0.553097,,,,
adex,20975096,4709627.0,22070138.0,649,,,,,12570358.0,41929.4383637689,59996.6003036084,0.067935,,,,,,,,,460950.7904,8967.4102237007,2917.957675131,0.271003,,,,
paraswap,20760658,218867.0,55016584.0,651,727749.15966879,2140.14275495184,1131.84239039624,0.013627,,,,,37021.25,1452.83573964288,1874.8715703861,0.508702,,,,,,,,,,,,
paris-saint-germain-fan-token,20568710,4799778.0,59823346.0,652,10539.939883667,8939.48825055936,8238.5464334497,0.600133,637992.51,46092.3918191582,39805.6295373392,0.166113,998.08,401.312877699798,455.094850782621,0.407811,,,,,,,,,,,,
metahero,20510683,725635.0,26074405.0,653,10008308.953105,2392.71718026902,2317.94854634718,0.185874,,,,,208590.03,89.8557512247338,5.56738859178886,2.296296,,,,,15829417.6563,1076.59465741502,3403.96118773918,0.405754,,,,
metahero,20510683,725635.0,26074405.0,653,10008308.953105,2392.71718026902,2317.94854634718,0.185874,,,,,208590.03,89.8557512247338,5.56738859178886,2.296296,,,,,15846236.8989,949.401630267302,2930.27096384596,0.55371,,,,
coin-capsule,20374826,357400.0,37200755.0,655,,,,,,,,,454291.12,741.085215477076,1258.47509474963,0.686255,,,,,,,,,,,,
nuls,20123091,1358474.0,40437758.0,662,114724.38475862,8885.07347446936,5917.76449659733,0.516796,1520795.0,88786.8408961713,19176.6309436644,0.155682,,,,,660008.918501,4025.00143880552,2771.20987257852,0.207254,,,,,,,,
alpine-f1-team-fan-token,20111709,5041425.0,70815878.0,660,21055.87293999,5130.15301999566,5182.67068402614,0.49816,1910453.3,77819.3731412844,61602.5894027389,0.169205,,,,,,,,,10090.9578,2410.0597537338,1616.93048810531,0.786517,,,,
alpine-f1-team-fan-token,20111709,5041425.0,70815878.0,660,21055.87293999,5130.15301999566,5182.67068402614,0.49816,1910453.3,77819.3731412844,61602.5894027389,0.169205,,,,,,,,,10090.9578,2410.0597537338,1616.93048810531,0.786517,,,,
gamefi,19643945,132968.0,35220888.0,667,,,,,,,,,,,,,,,,,26604.0333,2993.77827775131,740.92627276878,0.084424,,,,
stader,19614059,1265501.0,92834177.0,668,27776.17120979,8545.41827093378,18833.9601783303,0.01601,,,,,10605.0,472.413917279371,3327.01806290478,0.654638,31280.66195,7487.35427318548,13904.0222807396,0.015957,689.7508,5908.42128866074,13423.3143181959,0.016036,,,,
boson-protocol,19481681,862117.0,36006493.0,669,356304.09180963,2592.39173623445,2475.52369946667,0.507328,,,,,,,,,,,,,399572.24418177,1914.20373303912,3417.90892864533,0.56338,,,,
onbuff,19263308,614143.0,19758855.0,676,1060965.8905849,53.3919719869062,485.107393409147,0.596659,,,,,,,,,,,,,,,,,,,,
redfox-labs-2,19235575,252793.0,21219318.0,677,3854827.1160355,1620.06582688805,7572.44420708708,0.08401,,,,,,,,,,,,,4269638.1528,21441.0380054194,5890.78870607778,0.08427,,,,
yield-app,19098990,249516.0,23574622.0,679,,,,,,,,,,,,,,,,,1483162.2297,2429.01362184305,3105.43628292608,0.036442,,,,
taraxa,19083143,720596.0,52994876.0,680,18227994.058133,540.839657177853,2614.55590952732,0.427517,,,,,,,,,,,,,64302622.9199,5221.8223994897,4780.9330082044,0.490359,,,,
voxies,18926897,5212370.0,47294421.0,683,3205202.00915,9144.50649670108,14262.448654609,0.119791,14050232.7,26460.2376616271,36756.034662897,0.126984,,,,,,,,,381432.9127,1718.55411416445,3625.15590842274,0.189155,507641.41,12153.091267,8826.221744999999,0.128617
cosplay-token-2,18629215,183345.0,22160883.0,690,,,,,,,,,2264697.79,710.036519015959,5198.13245791362,0.209373,,,,,,,,,,,,
orion-protocol,18618244,979931.0,54070815.0,691,62487.367316303,7000.39350704703,5171.68938923156,0.497329,709908.8,93398.1959110437,17734.8215783307,0.074033,,,,,,,,,47707.4516,4083.81055847911,3101.33945571265,0.313364,22741.13,2529.157610000001,2456.61244,0.554529
swarm-bzz,18304756,585549.0,18304756.0,695,51979.765658667,2835.70897626517,3890.83185464044,0.247248,,,,,,,,,136061.906625,7549.44772354624,6935.47220197067,0.236726,,,,,,,,
bitcicoin,18266790,634322.0,238642741.0,696,8667023.3154294,224.02178381258,213.918696400305,0.139585,,,,,,,,,,,,,,,,,,,,
aurory,18263720,94885.0,41749448.0,699,,,,,,,,,,,,,,,,,68852.5598,2433.75560572847,3176.77207054245,0.406893,,,,
velo,18126468,4468488.0,58864251.0,698,168455422.68842,5967.15793421508,14837.5000656467,0.080321,,,,,5143440.62,307.797837498446,114.971405379097,1.230517,210459846.323044,869.475097657198,21896.2177416274,0.08,,,,,,,,
vaiot,17935611,909503.0,25151827.0,701,5230091.9114183,390.368490132848,1803.60221759487,0.398419,,,,,,,,,,,,,1971607.323,914.462237905054,26089.2738825458,0.260622,,,,
velas,17897444,1295355.0,17897444.0,702,4173366.7991442,220.509321729105,653.543151982622,0.561798,,,,,,,,,,,,,2561653.4446,714.67160645892,762.274561160645,0.338983,,,,
velas,17897444,1295355.0,17897444.0,702,4179980.8696425,183.453702134636,602.309881631772,0.70028,,,,,,,,,,,,,2561653.4446,714.67160645892,762.274561160645,0.338983,,,,
rebel-bots,17770488,90994.0,20793675.0,705,559565.58651416,655.115406275848,46.14027027291,0.457339,,,,,,,,,,,,,,,,,,,,
derace,17724786,370357.0,19435072.0,707,400640.20940988,2573.44534023071,20671.2656998603,0.326154,,,,,,,,,,,,,366447.7815,6568.75131840576,6431.30954892014,0.184729,,,,
ecox,17588138,17540.91,269132641.0,712,49528.62977325,3655.13423431394,2523.38703280019,0.237706,,,,,368.96,2121.77232625573,1010.94884913991,0.518327,,,,,6292.7609,2166.21048321972,1344.24499264624,0.222883,,,,
manchester-city-fan-token,17363830,2824957.0,57635826.0,714,11998.13786143,9007.95862395745,8857.18210885769,0.82659,452196.69,72489.3489063492,46892.7084404781,0.174459,764.7,311.369846140268,14.5144510591731,2.347337,6454.7885,1520.37512603155,3177.79497159981,0.830698,,,,,,,,
findora,17349247,589464.0,36176286.0,715,42014444.44768,153.708072333305,1751.08472137677,0.295481,,,,,,,,,,,,,85699363.7,213.479799683831,18042.340058962,0.398614,,,,
dejitaru-tsuka,17222341,295117.0,17222341.0,716,1584004.7804306,282.449280941941,490.425187838406,0.458453,,,,,,,,,,,,,,,,,,,,
rmrk,17110951,58739.0,18011528.0,719,17818.09289825,956.40276662801,554.294408414111,0.702783,,,,,,,,,,,,,10524.0789,2296.4827274867,12034.5392963931,0.015549,,,,
marcopolo,16947446,226276.0,76044534.0,722,,,,,,,,,,,,,,,,,5518225.5634,1513.52147698968,923.279384472121,0.131752,,,,
veloce-vext,16886876,3194021.0,135027288.0,724,813936.89642549,245.915789416914,34.8744332277967,0.631244,,,,,737594.14,264.08108157747,700.370483843324,1.140266,,,,,,,,,,,,
xen-crypto,16598709,4471219.0,16601961.0,729,,,,,,,,,,,,,,,,,186403925793.553,1540.78643375672,3838.46579802696,0.526316,,,,
lybra-finance,16545391,804810.0,100566705.0,730,51493.90341335,519.638612652366,562.633292015538,0.89946,,,,,,,,,257167.5902,3826.3518778435,6373.3788164845,0.56391,29064.7292,2543.29287152568,2544.83114384014,0.394477,,,,
lybra-finance,16545391,804810.0,100566705.0,730,51493.90341335,519.638612652366,562.633292015538,0.89946,,,,,,,,,257167.5902,3826.3518778435,6373.3788164845,0.56391,30592.4085,1727.878462286,906.875285570143,0.0999,,,,
kava-lend,16312118,619688.0,24203451.0,738,235555.66156883,2372.08167868647,6036.95387406788,0.412201,2359916.0,27598.0349844386,20850.2801316212,0.247934,,,,,,,,,36586.7927,6119.70244260283,9682.83283640174,0.740558,,,,
kava-lend,16312118,619688.0,24203451.0,738,235555.66156883,2372.08167868647,6036.95387406788,0.412201,2359916.0,27598.0349844386,20850.2801316212,0.247934,,,,,,,,,36586.7927,189.065723236439,1389.70845073466,0.559395,,,,
gamium,16270951,238017.0,16722818.0,739,250098969.61808,294.572830692196,2451.09735871274,0.681387,,,,,,,,,,,,,51520642.0742,705.216588711724,849.737541059333,0.152174,,,,
airswap,15953899,574844.0,44295505.0,744,448725.78356566,6188.87032652508,1920.06571826934,0.938178,2111086.0,76466.790839944,18155.8011257128,0.225734,,,,,74667.062653,429.289119049426,2935.54706792486,0.88964,,,,,312925.4,4375.02356,15591.17401999999,0.333704
hydra,15923088,743749.0,,745,54835.8531541,447.444144196203,56.8171481613389,0.607582,,,,,,,,,,,,,826166.9323,4493.24837091757,2966.29335579887,0.276425,,,,
shiba-predator,15748251,125725.0,26247085.0,748,,,,,,,,,,,,,1434018225747.0,391.19800802905,205.743963793049,0.531511,,,,,,,,
samoyedcoin,15702677,769224.0,18376011.0,749,11659891.430386,1206.21442989753,1395.53717311296,0.234857,,,,,,,,,57205285.097409,3253.0341090252,7830.7854376077,0.517331,,,,,,,,
mxc,15623408,1886651.0,17083451.0,753,7860701.2868098,1153.38779718817,1305.09920028394,0.202745,,,,,,,,,7302505.33369,5360.07009638734,3982.38521116179,0.451784,91383.8623,109.17275052746,120.990164781847,0.674374,4706531.5,1233.066686,3726.103379,0.625
across-protocol,15385050,251208.0,54081434.0,758,639714.34338493,551.736333290599,149.678819630235,0.511602,,,,,,,,,,,,,,,,,,,,
zer0zer0,15380621,37158.0,66099624.0,761,81675.52367147,513.387973503657,338.030514088218,0.270921,,,,,,,,,,,,,97680.5029,357.493535174069,234.929237946069,0.304414,349530.28,3278.190497,4228.486151999999,0.301205
enjinstarter,15203339,217466.0,20502037.0,763,9191504.6329388,1023.59205313041,103.706956378926,0.366659,,,,,,,,,,,,,,,,,,,,
fsn,15189698,316421.0,16456293.0,764,,,,,,,,,,,,,94957.682276,752.759250297825,1972.66378520754,0.736016,94395.1811,175.87182751477,36.5966548150855,1.235788,,,,
saito,15042202,82115.0,56427548.0,770,1917046.9616696,222.83725397394,7211.10438469411,0.113733,,,,,,,,,,,,,,,,,,,,
media-licensing-token,14997796,484628.0,20488588.0,771,631876.06649878,782.780675623234,1444.35961910556,0.029357,,,,,,,,,,,,,,,,,,,,
optimus-ai,14923374,766366.0,14923374.0,773,813726.07721113,174.348630944009,879.87824881608,0.733496,,,,,,,,,,,,,,,,,,,,
veed,14827866,7422.42,266382837.0,777,,,,,,,,,,,,,,,,,4088942.7633,86.5606550684465,398.341405033503,0.091241,,,,
proton,14756700,1136588.0,18302694.0,778,57089644.558122,485.577179494129,2267.19475000361,0.153139,,,,,,,,,30980170.26963,1918.13113580875,1201.18040119776,0.368098,560817185.4762,1879.31652554926,6273.34081381019,0.030581,,,,
vidt-dao,14726739,1103840.0,19125352.0,779,,,,,45050048.0,85092.8645858216,43628.6537153397,0.156413,,,,,,,,,492120.739,1344.23654710799,1910.47982597342,1.092044,,,,
propy,14724773,776637.0,25432884.0,781,,,,,,,,,,,,,,,,,,,,,1317664.67,1998.044893,2017.698688,0.742188
crust-network,14486504,310205.0,15469072.0,785,88724.061925706,307.421765690119,5382.66623065571,0.680943,,,,,,,,,,,,,,,,,,,,
